160,11,/22,1,53,2022-09-13 20:20:47.207,CYT,5,f,f,0,t,1,1,2022-09-13 20:20:47.207,1,2024-04-25 11:53:56.413633,
4,B,,m,3694,2022-01-01 00:00:00,BIL,5,f,f,,t,1,1,2020-02-02 00:00:00,1,2024-04-25 14:20:21.678246,
2,V,,1,3737,2022-01-01 00:00:00,VST,5,f,f,,t,1,1,2020-02-02 00:00:00,1,2024-04-25 18:15:42.626358,
1,P,,1,3423,2022-01-01 00:00:00,PAT,5,f,f,,t,1,1,2024-04-06 11:06:39.060048,1,2024-04-24 12:44:59.313102,
